review,bug_report,improvement_request,rating,others
كل  ماشحنت رصيد ع البطاقة ينشحن باللعبة بدون موافقتي أرجو  المساعدة اريد إلغاء هذا الاشتراك,High,Low,No,No
البرنامج ممتاز وعملي,No,No,High,No
استخدام البرنامج سهل جداً وتوجد به خدمات كثيرة,No,No,High,No
"واجهه رائعة وسهله 
يحتاج لبعض التحسينات",No,Low,High,No
معلقه لي ٣ اسابيع بدون تقدم اتمنى اعطى اكثر من ٥قلوب للاستمتاع في اللعب,No,Medium,No,No
اتمنا من العاملين عليه تحديثه أكثر عشان يكون الجها الرسميه لنا,No,Medium,No,Medium
بعد التحديثات الأخيرة أصبحت الجوائز التي تجدها في الصناديق الذهبية شبيهة بالصناديق الفضية وأصبح العثور على تمثال قائد أسطوري نادر جداً جداً والخلاصة: ادفع لتلعب أو إنقلع ، يعني اللعبة صارت لحيتان المال.,Low,Low,Medium,No
مجهود تُشكرون عليه ونتمنى تطوير باقي الخدمات واختصارها بباركود,No,High,Medium,No
خدمة العملاء ماشاء الله ممتازة المشكل الوحيد في بعض المتاجر تغير المنتج وبعض عملاء التوصيل تأخير الطلبية .,Low,Low,Medium,No
ليسى متوافق مع المكفوفين في بعض الايقونات,Medium,Medium,No,No
جميل وسهل الاستخدام وفعال,No,No,High,No
جيدة جدا ولكن نتمنى تطوير السيرفر الشرق من كل خصائص اللع,No,Medium,Medium,No
"الموقع مش شغال والسهم مش بيتحرك والتوجيه غير صحيح 
لا اعلم ماذا به بعد تحديث الايفون",High,No,No,No
"التطبيق مجرد ما تسجل بياناتك يحطك بالحجر حتى لو كنت سليم واجبت على جميع الاسئلة انك سليم ولا خالطت مصاب ولا تعرف مصاب برضو يحطك بالحجر 
تطلع من البيت يزعجك تنبيهات",Medium,No,Low,No
لعبة فاشلة واكثرهم مش مزبوطين,No,No,High,No
برنامج حلو والشيخه محليته بل فضايح,No,No,Medium,Low
لكن يحتاج الى حذر من ناحية اختراقات الخصوصية ،، وخاصة السماح للاغراب بتحديد مكانك ومعرفة معلوماتك الشخصيه,Low,Medium,Low,Low
سئ جدا ؛ فتح لي موقع إلكتروني لوزارة الصحة وليس تطبيق للاسف,Medium,No,Medium,No
جميلة جدا!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!وممتعة وهي من افضل الالعاب التي لعبتها,No,No,High,No
ممتاز جدا جدا... وسهل الاستخدام .,No,No,High,No
قدرة التواصل الصوتي ويوجد صواريخ وجبنه في لعبه لودو تثير الحماس,No,No,High,No
برنامج اكثر اكثر من رائع,No,No,High,No
والله العظيم من افضل التطبيقات الي طلبت منها تطبيق مرتب واغلب المطاعم موجوده والخيارات سهله والتوصيل سرييييع جداً شكرا جاهز,No,No,High,No
الايمو جميل جدا بس كل شوية اغلاق التطبيق معلموت التطبيق,Medium,No,Medium,No
جميلة جداااااااااااااااااااا 😍❤💚💙 شكرا على هاذا العبه,No,No,High,No
روعه انصحكم تجربونها ممكن تسونها عربيه,No,Medium,Medium,No
ارد تغيير وقم جوال جوالي المسجل مفصول عن الخدمه,Medium,No,No,Medium
"التطبيق حيل يجنن اذا انت من النوع الي يحب تصميم الصور انصحك فية 
كمان تقدر تنشر الصور في التطبيق 
مرة انصحك فية",No,No,High,No
اللعبة جميله جدا ولكن فترة الترقيه كبيره نوع ما,Low,Low,Medium,No
عميكتبولي اشياء كتير مثلا حل تريت ان يقم الضضبيق كسا كسا او ما عم يخلوني فوت كان امنيح من ابل او كان يجتعل من ابل ارجو حل المشكلة رجاءا,Low,Low,No,Medium
اللعبه كتير حلوه بس مشكلتها ما بفتحوا الابطال الرجاء حل المشكله,Medium,No,Medium,No
عند التسجل يطلب رمز تحقق وللاسف البرنامج مايرسله للجوال,High,No,No,No
برنامج خايس  ويحتاج الي الدقه في الصور والخريطه ويشوفون له حل في نظام النقاط الخايس,Medium,No,High,No
أإأذأإأ كل شوي تبي تحديث ماتنفع,Medium,No,Low,No
هناك مشكلة في تحديد المواقع حيث لا يعطيني القدرة على تحديد الموقع و تستمر الشاشة في التحرك,High,No,No,No
سيء لغايه ويرفض الدخول كل ما ادخلت تحديث يعطيني تاكد من رقم الجوال وارسال رمز التحقق . وانا مدخل المعلومات صحيحه والا كيف دخلت الموقع ؟؟,High,No,Medium,No
اسيري للله ينعلك يا غرين فريفير,No,No,No,High
العبه حلوه جدا في مرحله كل شويه يتلعني ليه بقا,Low,No,Medium,No
عفوا هذه العبه لازم عربي فيها طيب كيف نحملها وما في لغة عربيه,Low,Medium,Low,No
رمز التحقق لم يصل,High,No,No,No
هو بصراحة جميل اوى بس هو ساعات مبيحملش او مش بيجيب اشكال حلوة بس هو بصراحة جميل ارجوكوا حربوا,Low,Low,Medium,No
من أفضل التطبيقات لخدمة الناس,No,No,High,No
فعلا تطبيق رائع ووزير رائع ويخاف الله تحياتي لكم,No,No,High,Low
راعه جدا وانصح الجميع ولاكن في مشكله انو اللعبه تشتغل على الجوالات الجديده لاكن النوكيا لا ليش ممك ت٩لون هاذي المشكل,High,No,Medium,No
تطبيق مقصود منه اذلال المواطن واسوء تطبيق ممكن تتعامل فيه ، اكثر من سنه وانا احاول احدث المعلومات ولا احد يفيد لامن خلال التطبيق ولا من خلال التواصل بالاتصال ، حسبنا الله ونعم الوكيل,Medium,No,Medium,No
مشكلة الصوت هي جعل لغة الهاتف الا اللغة الانجليزية,Medium,Low,No,No
فريق انا اريد ان اتصل بأجانب هل تعرفون أرقام شاغرة,No,No,No,High
برنامج جبار يحفظ لي الصور والفيديو الخاص بقفل يستاهل الشراء,No,No,High,No
"احلى شي بالبرنامج وجود الاجانب
لبى قلوبهم",No,No,Medium,Low
ليماذا لا يدخلني,High,No,No,Low
برنامج زف انصح الجميع لا ينزلو لانو كذابييين يحظرو حسابات ع كيفهم,Low,No,Medium,Low
انا بتمنئ انو تحسنو لان في امرار مش كويس يتركم,Low,Medium,No,No
البرنامج جيد لكن أتمنى تطوير بعض الأمور الفنية فيه مثل التقديم والتأخير وتفعيل خاصية الانتهاء من حلقات المسلسل والانتقال للحلقة التي تليها كذلك وشكرا لكم,Medium,Medium,Medium,No
يطلع لي ان جهازي فيه جلبريك وانا ماعندي جلبريك,High,No,No,No
تظهر رسالة بأن البيانات خاطئة لماذا كل هذا الإستهتار؟؟,High,No,No,No
سهل الاستخدام وسريع,No,No,High,No
لو سمحتوا كل ما ابي احل الواجب يقول حدث خطأ وش اسوي ردوا علي سريع بالله,High,No,No,No
طفشنا منكم قلبتو اليوتيوب اعلانات,No,No,Medium,Medium
سيء احط رقم جوالي ما تجي رسالة التفعيل,High,No,Low,No
ياقدمه تستاهل مليون نجمها انشالله ماتخرب علينا وعليكم,No,No,High,Low
برجع اعطيكم نجمتين اللعبة الأول كانت حلوه ما تطردك منها أما الحين صارت كل شوي تطردك بقى شيء ممل ما تخلونا نندم أننا لعبنها,Low,No,Medium,No
شوفوله حل ماصار يشتغل التطبيق بعد الشراء اشتغل مرا و بعده ما عاد يشتغل مجرد ما ادخل ع التطبيق يعلق م يقترن ولا يتعرف بالملف يبقي معلق حسبي الله ونعم الوكيل ليتني ما شتريت التطبيق حسبي الله عليكم,High,No,No,No
التطبيق يعاني من مشاكل كثيرة جدا ، مره يشتغل والف مره مايشتغل,High,No,No,No
لعبة حلوة من الو تحديث انا العبهة ولم اتركها واحبهة كثير,No,No,High,No
"يا سلااااام 
أقوى المتصفحات على الارض",No,No,High,No
كل أما أستخدم التطبيق كام ثانية يقفل تاني.,High,No,No,No
ممكن رقم خدمه العملاء او وكيل مصري تم النصب عليا وعلي مجموعه بنات,No,No,No,High
بعد التحسين التطبيق افضل بكثير ممتاز,No,No,High,No
مايسوي وش سالفته,Low,No,No,Medium
لا استطيع تحميل اللغة العربية بدون انترنت,Medium,No,No,Medium
فاشل بمعنى الكلمة,No,No,High,No
منتحيلين شخصية وهذا عليها عقاب لصاحب التطبيق ومن معه قريب العاجل سوف توصلكم دعوه من المحكمة,No,No,Low,Medium
لااستطيع الدخول مع تاكدي من صحة البيانات  واستطيع بها دخول نظام نور الا انها تظهر لي رسالة بوجود خطأ في اسم المستخدم وكلمة المرور عندما اريد الدخول للروضة الافتراضية,High,No,No,No
ممتاز كفكرة لاكن التطبيق سيئ اسجل و في الخطوه الاخيره و بعد ادخل رمز التحقق يقول انت غير مؤهل لاداء العمره,High,No,Medium,No
